"フィーチャID","形状(WKT)","行政区域コード （P29_001）","学校コード （P29_002）","学校分類 （P29_003）","名称 （P29_004）","所在地 （P29_005）","管理者コード （P29_006）","休校区分 （P29_007）","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"2225","POINT(136.970335 35.142395)","23100","H223310000123","16015","中部日本自動車学校","名古屋市昭和区八事富士見1737","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2226","POINT(136.929729 35.102618)","23100","H223310000132","16015","笠寺高等珠算学校","名古屋市南区戸部町1-22","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2227","POINT(136.908778 35.103806)","23100","H223310000141","16015","道徳高等珠算学校","名古屋市南区道徳新町7-96","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2228","POINT(137.031473 35.242944)","23100","H223310000150","16015","名古屋国際学校","名古屋市守山区大字中志段味字南原2686","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2229","POINT(136.956604 35.198107)","23100","H223310000169","16015","守山高等珠算学校","名古屋市守山区守山3-2-12","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2230","POINT(136.931657 35.209863)","23100","H223310000178","16015","瀬古高等珠算学校","名古屋市守山区瀬古1-121","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2231","POINT(136.95671 35.083557)","23100","H223310000187","16015","名鉄自動車学校","名古屋市緑区鳴海町字文木90","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2232","POINT(137.389356 34.758622)","23201","H223310000196","16015","豊橋中部珠算学校","豊橋市中松山28","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2233","POINT(137.402618 34.757083)","23201","H223310000203","16015","大滝珠算学校","豊橋市向山大池町12-21","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2234","POINT(137.334921 34.691118)","23201","H223310000212","16015","山本珠算学校","豊橋市老津町字西高縄69","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2235","POINT(137.38855 34.751821)","23201","H223310000221","16015","豊橋朝鮮初級学校","豊橋市柳生町19","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2236","POINT(137.175313 34.928698)","23202","H223310000230","16015","岡崎自動車学校","岡崎市不吹町14","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2237","POINT(137.169393 34.971443)","23202","H223310000249","16015","岡崎北部高等珠算学校","岡崎市伊賀町7-26","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2238","POINT(136.815125 35.334337)","23203","H223310000258","16015","愛知県一宮自動車学校","一宮市島村字下老光寺120","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2239","POINT(136.805538 35.295818)","23203","H223310000267","16015","一宮中央高等珠算学校","一宮市柳戸町1-52","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2240","POINT(136.780893 35.305225)","23203","H223310000276","16015","矢野ドレスメーカー女学院","一宮市大和町馬引荒木11","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2241","POINT(136.756882 35.279736)","23203","H223310000285","16015","萩原高等珠算学校","一宮市萩原町萩原字河原崎101","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2242","POINT(137.089728 35.22253)","23204","H223310000294","16015","旭珠算学校","瀬戸市陶原町3-45","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2243","POINT(137.099947 35.220519)","23204","H223310000301","16015","愛知朝鮮第七初級学校","瀬戸市西茨町111-60","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2244","POINT(136.979058 35.239989)","23206","H223310000310","16015","東春朝鮮初級学校","春日井市弥生町平野2047","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2245","POINT(137.394802 34.827118)","23207","H223310000329","16015","豊川珠算実務学校","豊川市桜木通1-17-2","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2246","POINT(136.727474 35.177446)","23208","H223310000338","16015","津島高等珠算学校","津島市弥生町56","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2247","POINT(136.719438 35.173672)","23208","H223310000347","16015","宮川高等珠算学校","津島市瑠璃小路町1-26","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2248","POINT(137.023726 35.025441)","23210","H223310000356","16015","富士松高等珠算学校","刈谷市今岡町上手掛50-3","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2249","POINT(137.147471 35.096573)","23211","H223310000365","16015","挙母高等珠算学校","豊田市朝日町7-51","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2250","POINT(137.158687 35.088805)","23211","H223310000374","16015","田中高等珠算学校","豊田市昭和町4-83","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2251","POINT(137.089054 34.959097)","23212","H223310000383","16015","安城高等珠算学校","安城市朝日町1-6","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2252","POINT(137.237308 34.817484)","23214","H223310000392","16015","蒲郡文化服装学院","蒲郡市竹島町18-10","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2253","POINT(136.828006 34.938598)","23216","H223310000409","16015","中村塾","常滑市大野町2-30","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2254","POINT(136.829997 34.933627)","23216","H223310000418","16015","平洲高等珠算学校","常滑市小倉町7-17","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2255","POINT(136.849097 35.334119)","23217","H223310000427","16015","愛知実務珠算学校","江南市島宮町水堀113","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2256","POINT(136.760453 35.305089)","23203","H223310000436","16015","三条高等珠算学校","一宮市3条字郷南東25-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2257","POINT(136.923392 35.286386)","23219","H223310000445","16015","小牧珠算学校","小牧市小牧4-321","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2258","POINT(136.976905 35.058149)","23229","H223310000454","16015","愛知朝鮮中高級学校","豊明市栄町南館55","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2259","POINT(136.847872 35.191625)","23233","H223310000463","16015","愛知朝鮮第九初級学校","清須市西堀江立割2385","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2260","POINT(136.78044 35.343422)","23203","H223310000472","16015","東元珠算学校","一宮市木曽川町黒田字古城14-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2261","POINT(136.751176 35.211896)","23220","H223310000481","16015","平和高等速算学校","稲沢市平和町下三宅郷内308","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2262","POINT(136.822542 35.17567)","23424","H223310000490","16015","大治高等速算学校","海部郡大治町大字堀之内字郷中308","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2263","POINT(136.75044 35.197081)","23232","H223310000506","16015","勝幡高等速算学校","愛西市勝幡町竹丸2204-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2264","POINT(137.268977 34.670897)","23231","H223310000515","16015","光松珠算学校","田原市田原町殿町4","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2265","POINT(137.384639 34.762078)","23201","H223310000524","16015","河合塾豊橋校","豊橋市駅前大通1-88-2","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2266","POINT(136.88507 35.166116)","23100","H223310000533","16015","駿台予備学校名古屋校","名古屋市中村区名駅南1-28-14","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2267","POINT(136.729515 35.174956)","23208","H223310000542","16015","東海美容学校","津島市明天町1-26","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2268","POINT(136.911238 35.169761)","23100","H223310000551","16015","名古屋ＹＷＣＡ学院日本語学校","名古屋市中区新栄町2-3","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2269","POINT(136.930046 35.168477)","23100","H223310000560","16015","ドルトンスクール名古屋","名古屋市千種区今池2-2-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2270","POINT(137.429464 34.728399)","23201","H223310000579","16015","カンティーニョ","豊橋市大岩町字久保田12-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2271","POINT(137.382803 34.78112)","23201","H223310000588","16015","伯人学校イーエーエス豊橋","豊橋市下地町字門10-1","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
"2272","POINT(137.14115 35.141076)","23211","H223310000597","16015","伯人学校イーエーエス豊田","豊田市東保見町山ﾉ田66","4","0","","","システム管理者","2023/07/12 15:38:26","システム管理者",""
